"","X","incident_id","data_year","ori","pug_agency_name","pub_agency_unit","agency_type_name","state_abbr","state_name","division_name","region_name","population_group_code","population_group_description","incident_date","adult_victim_count","juvenile_victim_count","total_offender_count","adult_offender_count","juvenile_offender_count","offender_race","offender_ethnicity","victim_count","offense_name","total_individual_victims","location_name","bias_desc","victim_types","multiple_offense","multiple_bias","Anti.Black.or.African.American","Anti.White","Anti.Arab","Anti.Protestant","Anti.Islamic..Muslim.","Anti.Gay..Male.","Anti.Asian","Anti.Catholic","Anti.Multiple.Religions..Group","Anti.Hispanic.or.Latino","Anti.Lesbian..Female.","Anti.Other.Race.Ethnicity.Ancestry","Anti.Jewish","Anti.American.Indian.or.Alaska.Native","Anti.Lesbian..Gay..Bisexual..or.Transgender..Mixed.Group.","Anti.Heterosexual","Anti.Atheism.Agnosticism","Anti.Bisexual","Anti.Physical.Disability","Anti.Mental.Disability","Anti.Jehovah.s.Witness","Anti.Church.of.Jesus.Christ","Anti.Buddhist","Anti.Sikh","Anti.Other.Christian","Anti.Hindu","Anti.Eastern.Orthodox..Russian..Greek..Other.","Anti.Transgender","Anti.Gender.Non.Conforming","Anti.Male","Aggravated.Assault","Intimidation","Simple.Assault","Robbery","Destruction.Damage.Vandalism.of.Property","Murder.and.Nonnegligent.Manslaughter","Arson","Burglary.Breaking...Entering","Not.Specified","Rape","Motor.Vehicle.Theft","Drug.Narcotic.Violations","Theft.From.Motor.Vehicle","All.Other.Larceny","Shoplifting","Weapon.Law.Violations","Theft.of.Motor.Vehicle.Parts.or.Accessories","Counterfeiting.Forgery","Fondling","Kidnapping.Abduction","Theft.From.Building","Pornography.Obscene.Material","Embezzlement","Purse.snatching","Drug.Equipment.Violations","Credit.Card.Automated.Teller.Machine.Fraud","Sexual.Assault.With.An.Object","False.Pretenses.Swindle.Confidence.Game","Pocket.picking","Welfare.Fraud","Extortion.Blackmail","Stolen.Property.Offenses","Incest","Negligent.Manslaughter","Sodomy","Statutory.Rape","Theft.From.Coin.Operated.Machine.or.Device","Impersonation","Prostitution","Wire.Fraud","Assisting.or.Promoting.Prostitution","Purchasing.Prostitution","Bribery","Identity.Theft","Human.Trafficking..Commercial.Sex.Acts","Hacking.Computer.Invasion","Betting.Wagering","Animal.Cruelty","Gambling.Equipment.Violation","Human.Trafficking..Involuntary.Servitude","Treason","Federal.Liquor.Offenses","anti_lgbt","StatePop"
"379",379,184516,2016,"NY0303000","New York","","City","NY","New York","Middle Atlantic","Northeast","1A","Cities 1,000,000 or over","7/13/16",0,0,1,0,0,"Unknown","Not Specified",1,"Simple Assault",1,"Other/Unknown","Anti-Transgender","Individual","S","S",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,19633428
"380",380,184527,2016,"NY0303000","New York","","City","NY","New York","Middle Atlantic","Northeast","1A","Cities 1,000,000 or over","9/28/16",0,0,1,0,0,"White","Not Specified",1,"Simple Assault",1,"Other/Unknown","Anti-Transgender","Individual","S","S",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,19633428
"381",381,184561,2016,"NY0303000","New York","","City","NY","New York","Middle Atlantic","Northeast","1A","Cities 1,000,000 or over","6/6/16",0,0,2,0,0,"Multiple","Not Specified",1,"Simple Assault",1,"Other/Unknown","Anti-Transgender","Individual","S","S",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,19633428
"382",382,184604,2016,"NY0303000","New York","","City","NY","New York","Middle Atlantic","Northeast","1A","Cities 1,000,000 or over","12/4/16",0,0,1,0,0,"Unknown","Not Specified",1,"Destruction/Damage/Vandalism of Property",0,"Other/Unknown","Anti-Gender Non-Conforming","Business","S","S",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,19633428
"383",383,184613,2016,"NY0303000","New York","","City","NY","New York","Middle Atlantic","Northeast","1A","Cities 1,000,000 or over","4/13/16",0,0,1,0,0,"White","Not Specified",1,"Aggravated Assault",1,"Residence/Home","Anti-Transgender","Individual","S","S",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,19633428
"384",384,184640,2016,"NY0303000","New York","","City","NY","New York","Middle Atlantic","Northeast","1A","Cities 1,000,000 or over","10/16/16",0,0,1,0,0,"Black or African American","Not Specified",1,"Robbery",0,"Other/Unknown","Anti-Transgender","Other","S","S",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,19633428
"385",385,184641,2016,"NY0303000","New York","","City","NY","New York","Middle Atlantic","Northeast","1A","Cities 1,000,000 or over","5/22/16",0,0,3,0,0,"Multiple","Not Specified",1,"Aggravated Assault",1,"Residence/Home","Anti-Transgender","Individual","S","S",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,19633428
"386",386,184648,2016,"NY0303000","New York","","City","NY","New York","Middle Atlantic","Northeast","1A","Cities 1,000,000 or over","10/15/16",0,0,1,0,0,"Unknown","Not Specified",1,"Aggravated Assault",1,"Other/Unknown","Anti-Transgender","Individual","S","S",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,19633428
"387",387,184689,2016,"NY0303000","New York","","City","NY","New York","Middle Atlantic","Northeast","1A","Cities 1,000,000 or over","11/1/16",0,0,1,0,0,"Unknown","Not Specified",1,"Aggravated Assault",1,"Other/Unknown","Anti-Transgender","Individual","S","S",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,19633428
"388",388,184713,2016,"NY0303000","New York","","City","NY","New York","Middle Atlantic","Northeast","1A","Cities 1,000,000 or over","12/5/16",0,0,1,0,0,"White","Not Specified",1,"Aggravated Assault",1,"Other/Unknown","Anti-Gender Non-Conforming","Individual","S","S",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,19633428
"389",389,184729,2016,"NY0303000","New York","","City","NY","New York","Middle Atlantic","Northeast","1A","Cities 1,000,000 or over","4/20/16",0,0,1,0,0,"Black or African American","Not Specified",1,"Robbery",0,"Other/Unknown","Anti-Transgender","Other","S","S",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,19633428
"390",390,184747,2016,"NY0303000","New York","","City","NY","New York","Middle Atlantic","Northeast","1A","Cities 1,000,000 or over","4/28/16",0,0,1,0,0,"White","Not Specified",1,"Simple Assault",1,"Other/Unknown","Anti-Transgender","Individual","S","S",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,19633428
"391",391,184751,2016,"NY0303000","New York","","City","NY","New York","Middle Atlantic","Northeast","1A","Cities 1,000,000 or over","6/9/16",0,0,1,0,0,"Black or African American","Not Specified",1,"Simple Assault",1,"Other/Unknown","Anti-Transgender","Individual","S","S",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,19633428
"392",392,184803,2016,"NY0510100","Suffolk County Police Department","","County","NY","New York","Middle Atlantic","Northeast","9A","MSA counties 100,000 or over","2/24/16",0,0,1,0,0,"Unknown","Not Specified",1,"Destruction/Damage/Vandalism of Property",0,"Residence/Home","Anti-Transgender","Other","S","S",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,19633428
"393",393,184866,2016,"NY214UB00","State University of New York Police:","Buffalo","University or College","NY","New York","Middle Atlantic","Northeast","7","Cities under 2,500","2/10/16",0,0,1,0,0,"Unknown","Not Specified",1,"Destruction/Damage/Vandalism of Property",0,"Other/Unknown","Anti-Gender Non-Conforming","Other","S","S",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,19633428
"394",394,184867,2016,"NY214UB00","State University of New York Police:","Buffalo","University or College","NY","New York","Middle Atlantic","Northeast","7","Cities under 2,500","5/7/16",0,0,1,0,0,"Unknown","Not Specified",1,"Destruction/Damage/Vandalism of Property",0,"Other/Unknown","Anti-Gender Non-Conforming","Other","S","S",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,19633428
"395",395,184868,2016,"NY214UB00","State University of New York Police:","Buffalo","University or College","NY","New York","Middle Atlantic","Northeast","7","Cities under 2,500","2/29/16",0,0,1,0,0,"Unknown","Not Specified",1,"Destruction/Damage/Vandalism of Property",0,"Other/Unknown","Anti-Gender Non-Conforming","Other","S","S",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,19633428
"396",396,185397,2016,"OH0310400","Blue Ash","","City","OH","Ohio","East North Central","Midwest","5","Cities from 10,000 thru 24,999","12/29/16",0,1,1,1,0,"Black or African American","Unknown",1,"Simple Assault",1,"Residence/Home","Anti-Bisexual","Individual","S","S",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11634370
"397",397,185405,2016,"OH0313400","Springfield Township, Hamilton County","","City","OH","Ohio","East North Central","Midwest","4","Cities from 25,000 thru 49,999","5/12/16",0,0,1,1,0,"Unknown","Unknown",1,"Burglary/Breaking & Entering",0,"Other/Unknown","Anti-Bisexual","Business","S","S",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11634370
"398",398,185423,2016,"OH0470000","Lorain","","County","OH","Ohio","East North Central","Midwest","9B","MSA counties from 25,000 thru 99,999","7/3/16",1,0,1,0,0,"Unknown","Unknown",1,"Destruction/Damage/Vandalism of Property",1,"Other/Unknown","Anti-Transgender","Individual","S","S",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11634370
"399",399,185620,2016,"OR0200200","Eugene","","City","OR","Oregon","Pacific","West","2","Cities from 100,000 thru 249,999","10/18/16",0,1,1,1,0,"White","Unknown",1,"Simple Assault",1,"Residence/Home","Anti-Transgender","Individual","S","S",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4089976
"400",400,185630,2016,"OR0200200","Eugene","","City","OR","Oregon","Pacific","West","2","Cities from 100,000 thru 249,999","12/28/16",1,0,1,1,0,"White","Unknown",1,"Simple Assault",1,"Bar/Nightclub","Anti-Bisexual","Individual","S","S",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4089976
"401",401,185803,2016,"SD0060100","Aberdeen","","City","SD","South Dakota","West North Central","Midwest","4","Cities from 25,000 thru 49,999","11/8/16",0,0,1,1,0,"White","Not Hispanic or Latino",1,"Drug/Narcotic Violations",0,"Highway/Road/Alley/Street/Sidewalk","Anti-Gender Non-Conforming","Society/Public","S","S",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,862996
"402",402,185806,2016,"SD0360000","Jerauld","","County","SD","South Dakota","West North Central","Midwest","8D","Non-MSA counties under 10,000","3/2/16",0,0,1,1,0,"Asian","Not Hispanic or Latino",1,"Drug Equipment Violations",0,"Highway/Road/Alley/Street/Sidewalk","Anti-Gender Non-Conforming","Society/Public","S","S",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,862996
"403",403,185963,2016,"TN0900100","Johnson City","","City","TN","Tennessee","East South Central","South","3","Cities from 50,000 thru 99,999","3/2/16",1,0,1,1,0,"White","Not Hispanic or Latino",1,"Simple Assault",1,"Department/Discount Store","Anti-Bisexual","Individual","S","S",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6646010
"404",404,185985,2016,"TXHPD0000","Houston","","City","TX","Texas","West South Central","South","1A","Cities 1,000,000 or over","10/25/16",0,0,3,0,0,"Black or African American","Not Specified",1,"Aggravated Assault",1,"Parking/Drop Lot/Garage","Anti-Transgender","Individual","S","S",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,27914410
"405",405,185986,2016,"TXHPD0000","Houston","","City","TX","Texas","West South Central","South","1A","Cities 1,000,000 or over","10/28/16",0,0,1,0,0,"Black or African American","Not Specified",1,"Simple Assault",1,"Highway/Road/Alley/Street/Sidewalk","Anti-Transgender","Individual","S","S",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,27914410
"406",406,186065,2016,"TX1840000","Parker","","County","TX","Texas","West South Central","South","9B","MSA counties from 25,000 thru 99,999","9/23/16",1,0,0,0,0,"Unknown","Unknown",1,"Destruction/Damage/Vandalism of Property",1,"Residence/Home","Anti-Bisexual","Individual","S","S",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,27914410
"407",407,186082,2016,"TX2200300","Bedford","","City","TX","Texas","West South Central","South","4","Cities from 25,000 thru 49,999","11/3/16",2,0,2,2,0,"White","Not Hispanic or Latino",2,"Kidnapping/Abduction;Robbery",2,"Residence/Home","Anti-Transgender","Individual","M","S",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,27914410
"408",408,186083,2016,"TX2200300","Bedford","","City","TX","Texas","West South Central","South","4","Cities from 25,000 thru 49,999","11/13/16",2,0,2,2,0,"White","Not Hispanic or Latino",2,"Kidnapping/Abduction;Robbery",2,"Residence/Home","Anti-Transgender","Individual","M","S",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,27914410
"409",409,186084,2016,"TX2200300","Bedford","","City","TX","Texas","West South Central","South","4","Cities from 25,000 thru 49,999","11/29/16",2,0,2,2,0,"White","Not Hispanic or Latino",2,"Kidnapping/Abduction;Robbery",2,"Residence/Home","Anti-Transgender","Individual","M","S",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,27914410
"410",410,186085,2016,"TX2200300","Bedford","","City","TX","Texas","West South Central","South","4","Cities from 25,000 thru 49,999","11/4/16",2,0,2,2,0,"White","Not Hispanic or Latino",2,"Kidnapping/Abduction;Robbery",2,"Residence/Home","Anti-Transgender","Individual","M","S",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,27914410
"411",411,186086,2016,"TX2200300","Bedford","","City","TX","Texas","West South Central","South","4","Cities from 25,000 thru 49,999","11/14/16",2,0,2,2,0,"White","Not Hispanic or Latino",2,"Kidnapping/Abduction;Robbery",2,"Residence/Home","Anti-Transgender","Individual","M","S",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,27914410
"412",412,186116,2016,"TX2270100","Austin","","City","TX","Texas","West South Central","South","1B","Cities from 500,000 thru 999,999","1/23/16",0,0,1,0,0,"White","Not Specified",1,"Simple Assault",1,"Highway/Road/Alley/Street/Sidewalk","Anti-Transgender","Individual","S","S",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,27914410
"413",413,186283,2016,"VA037SP00","State Police:","Goochland County","State Police","VA","Virginia","South Atlantic","South","9D","MSA counties under 10,000","11/22/16",1,0,1,1,0,"White","Unknown",1,"Intimidation",1,"Residence/Home","Anti-Bisexual","Individual","S","S",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8410106
"414",414,186311,2016,"VA082SP00","State Police:","Rockingham County","State Police","VA","Virginia","South Atlantic","South","9D","MSA counties under 10,000","9/29/16",1,0,2,2,0,"White","Unknown",1,"False Pretenses/Swindle/Confidence Game",1,"Residence/Home","Anti-Bisexual","Individual","S","S",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8410106
"415",415,186401,2016,"WASPD0000","Seattle","","City","WA","Washington","Pacific","West","1B","Cities from 500,000 thru 999,999","6/3/16",0,0,2,2,0,"Black or African American","Unknown",1,"Intimidation",1,"Highway/Road/Alley/Street/Sidewalk","Anti-Gender Non-Conforming","Individual","S","S",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7294771
"416",416,186409,2016,"WASPD0000","Seattle","","City","WA","Washington","Pacific","West","1B","Cities from 500,000 thru 999,999","6/22/16",1,0,1,1,0,"White","Unknown",1,"Aggravated Assault",1,"Highway/Road/Alley/Street/Sidewalk","Anti-Transgender","Individual","S","S",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7294771
"417",417,186432,2016,"WASPD0000","Seattle","","City","WA","Washington","Pacific","West","1B","Cities from 500,000 thru 999,999","9/1/16",1,0,1,1,0,"Black or African American","Unknown",1,"Simple Assault",1,"Service/Gas Station","Anti-Transgender","Individual","S","S",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7294771
"418",418,186453,2016,"WASPD0000","Seattle","","City","WA","Washington","Pacific","West","1B","Cities from 500,000 thru 999,999","11/10/16",1,0,1,1,0,"White","Unknown",1,"Intimidation",1,"Commercial/Office Building","Anti-Transgender","Individual","S","S",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7294771
"419",419,186464,2016,"WASPD0000","Seattle","","City","WA","Washington","Pacific","West","1B","Cities from 500,000 thru 999,999","12/12/16",1,0,1,1,0,"White","Unknown",1,"Simple Assault",1,"Other/Unknown","Anti-Transgender","Individual","S","S",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7294771
"420",420,186465,2016,"WASPD0000","Seattle","","City","WA","Washington","Pacific","West","1B","Cities from 500,000 thru 999,999","12/13/16",1,0,1,1,0,"Black or African American","Unknown",1,"Simple Assault",1,"Other/Unknown","Anti-Transgender","Individual","S","S",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7294771
